artist,title,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Wiz Khalifa;PARTYNEXTDOOR,Late Night Messages,0.79,0.616,0.0983,0.0865,2.34e-05,0.22,0.312,rap
Kodak Black,Love & War,0.762,0.649,0.0527,0.58,1.7e-05,0.0971,0.501,rap
Mika Singh;Payal Dev;Neha Kakkar;Badshah,Sawan Mein Lag Gayi Aag,0.792,0.813,0.0513,0.388,2.29e-05,0.0541,0.868,rap
Kodak Black,Walk,0.817,0.512,0.0984,0.037,0.0,0.216,0.17,rap
Wiz Khalifa;Ty Dolla $ign,Something New,0.816,0.637,0.0784,0.0918,0.0,0.0892,0.783,rap
Wiz Khalifa;Girl Talk,Big Daddy Wiz,0.9,0.795,0.073,0.107,0.00631,0.131,0.745,rap
Wiz Khalifa,Memory Lane,0.789,0.71,0.353,0.37,0.0,0.155,0.826,rap
Wiz Khalifa;PARTYNEXTDOOR,Rain,0.401,0.406,0.0381,0.0327,0.0,0.296,0.102,rap
Wiz Khalifa;Swae Lee,Hopeless Romantic,0.877,0.477,0.0589,0.307,0.0,0.0929,0.552,rap
Kodak Black,Remember the Times,0.78,0.712,0.0598,0.155,0.0,0.334,0.0757,rap
Wiz Khalifa,Memory Lane,0.789,0.71,0.353,0.37,0.0,0.155,0.826,rap
Kodak Black,Skrt,0.901,0.352,0.0915,0.585,0.0,0.122,0.199,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Kodak Black;XXXTENTACION,Roll in Peace,0.746,0.522,0.248,0.0306,0.0,0.2,0.361,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Wiz Khalifa,Still Wiz,0.833,0.664,0.135,0.0537,0.0,0.0637,0.334,rap
Wiz Khalifa;Girl Talk,Big Daddy Wiz,0.9,0.795,0.073,0.107,0.00631,0.131,0.745,rap
Kodak Black,Calling My Spirit,0.918,0.362,0.0905,0.116,0.0,0.263,0.744,rap
Wiz Khalifa,Memory Lane,0.789,0.71,0.353,0.37,0.0,0.155,0.826,rap
Kodak Black,Haitian Scarface,0.569,0.459,0.355,0.0648,0.0,0.168,0.0649,rap
Kodak Black,This Forever,0.753,0.701,0.405,0.00291,7.77e-06,0.151,0.517,rap
Wiz Khalifa;Girl Talk,Big Daddy Wiz,0.9,0.795,0.073,0.107,0.00631,0.131,0.745,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Kodak Black,Haitian Scarface,0.569,0.459,0.355,0.0648,0.0,0.168,0.0649,rap
Kodak Black,Don’t Leave Me,0.765,0.613,0.379,0.0512,0.0,0.205,0.254,rap
Wiz Khalifa;PARTYNEXTDOOR,Rain,0.636,0.435,0.0292,0.0613,0.0,0.289,0.0831,rap
Wiz Khalifa,Bad Ass Bitches,0.904,0.601,0.198,0.0305,0.0,0.615,0.761,rap
Kodak Black,Calling My Spirit,0.909,0.365,0.0938,0.0996,0.0,0.261,0.739,rap
Kodak Black,Haitian Scarface,0.569,0.459,0.355,0.0648,0.0,0.168,0.0649,rap
Kodak Black,Tunnel Vision,0.497,0.489,0.294,0.0576,9.91e-05,0.122,0.231,rap
Wiz Khalifa,Bad Ass Bitches,0.904,0.601,0.198,0.0305,0.0,0.615,0.761,rap
Wiz Khalifa,Bad Ass Bitches,0.904,0.601,0.198,0.0305,0.0,0.615,0.761,rap
Kodak Black,Usain Boo,0.782,0.669,0.213,0.0733,0.0,0.111,0.598,rap
Wiz Khalifa,Iced Out Necklace,0.898,0.744,0.0931,0.000253,0.0,0.268,0.299,rap
Wiz Khalifa;Snoop Dogg,Penthouse,0.878,0.723,0.0599,0.145,0.0,0.708,0.534,rap
Wiz Khalifa,Bad Ass Bitches,0.904,0.601,0.198,0.0305,0.0,0.615,0.761,rap
Kodak Black;Lil Wayne,Codeine Dreaming,0.736,0.604,0.222,0.0654,6.43e-05,0.124,0.574,rap
Wiz Khalifa;Charlie Puth,See You Again,0.69,0.48,0.0816,0.369,0.0,0.0649,0.286,rap
Kodak Black;John Wicks;Jackboy,Me and Klik,0.709,0.733,0.0782,0.164,0.0,0.113,0.212,rap
Metro Boomin;Gunna,Space Cadet (feat. Gunna),0.901,0.464,0.0645,0.368,1.71e-05,0.238,0.638,rap
Mustafa Zahid,Toh Phir Aao,0.459,0.563,0.0263,0.39,1.98e-06,0.107,0.0961,rap
AFKAP,Aaina,0.578,0.556,0.146,0.726,0.0012,0.171,0.116,rap
Yo Yo Honey Singh,"Chaar Botal Vodka (From ""Ragini Mms 2"")",0.877,0.881,0.0713,0.421,0.000345,0.12,0.874,rap
Andro,Иса,0.617,0.649,0.0428,0.422,1.3e-06,0.244,0.487,rap
Yo Yo Honey Singh,Urvashi,0.792,0.703,0.0368,0.195,0.0,0.072,0.634,rap
MC STAN,I'm Done,0.712,0.473,0.0342,0.782,1.38e-06,0.229,0.489,rap
Ghostemane,Fed Up,0.849,0.758,0.256,0.499,0.695,0.147,0.0684,rap
Sidhu Moose Wala;Sunny Malton,Issa Jatt,0.847,0.583,0.411,0.12,0.0,0.555,0.837,rap
Sidhu Moose Wala,My Block,0.609,0.639,0.0682,0.357,0.0,0.239,0.211,rap
Badshah;Sunanda Sharma,"Tere Naal Nachna (From ""Nawabzaade"")",0.912,0.677,0.0713,0.193,0.0,0.0939,0.94,rap
Benny Dayal;Neeti Mohan,Bang Bang,0.705,0.678,0.0415,0.0483,7.01e-05,0.496,0.691,rap
Ty Dolla $ign;Musiq Soulchild;Tish Hyman;6LACK,Your Turn,0.533,0.389,0.0542,0.18,0.0,0.112,0.248,rap
KR$NA,Blowing Up,0.842,0.776,0.103,0.0898,0.0,0.215,0.287,rap
Eminem,Rap God,0.708,0.843,0.314,0.397,0.0,0.799,0.625,rap
Emiway Bantai,Khatam Hue Waande,0.756,0.903,0.14,0.232,0.0,0.0548,0.729,rap
Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,Or Nah - Remix,0.793,0.348,0.0855,0.214,0.0,0.0964,0.155,rap
Karan Aujla;Gurlez Akhtar,It Ain't Legal,0.746,0.637,0.161,0.00155,0.0,0.404,0.32,rap
Mustafa Zahid,Tera Mera Rishta,0.575,0.895,0.0541,0.0521,0.00142,0.104,0.648,rap
Sidhu Moose Wala,Scapegoat,0.752,0.518,0.207,0.0422,0.0,0.196,0.548,rap
Ty Dolla $ign;Post Malone,Spicy,0.785,0.523,0.0489,0.144,0.0,0.117,0.134,rap
The Landers;Davi Singh,Kamm Koi Na,0.688,0.841,0.277,0.242,1.02e-06,0.134,0.748,rap
Ty Dolla $ign;Kiana Ledé,Alone for Christmas,0.69,0.745,0.205,0.167,0.0,0.184,0.666,rap
MC STAN,Astaghfirullah,0.653,0.725,0.0912,0.091,0.000426,0.251,0.349,rap
Guru Randhawa;Tulsi Kumar;Sachin-Jigar;Vee,"Lagdi Lahore Di (From ""Street Dancer 3D"")",0.786,0.797,0.0414,0.233,0.0,0.0861,0.453,rap
Ty Dolla $ign;Post Malone,Spicy,0.782,0.51,0.0419,0.143,0.0,0.115,0.118,rap
Ty Dolla $ign;Kehlani,Universe,0.596,0.473,0.218,0.0273,0.0,0.203,0.365,rap
Ty Dolla $ign;Post Malone,Spicy,0.782,0.51,0.0419,0.143,0.0,0.115,0.118,rap
Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,Or Nah - Remix,0.804,0.329,0.101,0.22,0.0,0.105,0.214,rap
Ty Dolla $ign;Kehlani,Universe,0.596,0.473,0.218,0.0273,0.0,0.203,0.365,rap
Ty Dolla $ign;Post Malone,Spicy,0.785,0.523,0.0489,0.144,0.0,0.117,0.134,rap
Ty Dolla $ign;Post Malone,Spicy,0.782,0.51,0.0419,0.143,0.0,0.115,0.118,rap
Ajay-Atul;Vishal Dadlani,Brothers Anthem,0.552,0.668,0.0473,0.421,0.0117,0.159,0.152,rap
Vishal Dadlani;Alyssa Mendonsa,Adhoore,0.799,0.542,0.0308,0.0858,1.5e-06,0.126,0.673,rap
Ty Dolla $ign;Jhené Aiko;Mustard,By Yourself,0.771,0.526,0.0718,0.0804,0.0,0.663,0.182,rap
Anirudh Ravichander,Thangamey,0.585,0.901,0.0745,0.479,0.0,0.248,0.62,rap
Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,Ego Death,0.818,0.598,0.113,0.0573,1.32e-06,0.634,0.331,rap
Kodak Black,Save You,0.708,0.637,0.052,0.107,3.09e-06,0.102,0.187,rap
Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,Ego Death,0.818,0.598,0.113,0.0573,1.32e-06,0.634,0.331,rap
Anirudh Ravichander;Niranjana Ramanan,"Soul of Doctor (Theme) [From ""Doctor""]",0.473,0.837,0.0336,0.0968,0.912,0.297,0.212,rap
Kodak Black;XXXTENTACION,Roll in Peace,0.746,0.522,0.248,0.0306,0.0,0.2,0.361,rap
Kodak Black,Calling My Spirit,0.918,0.362,0.0905,0.116,0.0,0.263,0.744,rap
Kodak Black,Super Gremlin,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,rap
Snoop Dogg;Pharrell Williams,Drop It Like It's Hot,0.888,0.622,0.213,0.16,0.0,0.101,0.664,rap
Ty Dolla $ign;Lil Wayne;The-Dream,Love U Better,0.627,0.562,0.0364,0.0628,0.0,0.31,0.389,rap
Kodak Black;John Wicks;Jackboy,Me and Klik,0.709,0.733,0.0782,0.164,0.0,0.113,0.212,rap
Snoop Dogg;Pharrell Williams,Drop It Like It's Hot,0.888,0.622,0.213,0.16,0.0,0.101,0.664,rap
Snoop Dogg;Wiz Khalifa;Bruno Mars,"Young, Wild & Free",0.722,0.655,0.137,0.0525,0.0,0.115,0.532,rap
Snoop Dogg;Wiz Khalifa;Bruno Mars,"Young, Wild & Free",0.722,0.655,0.137,0.0525,0.0,0.115,0.532,rap
Snoop Dogg;Wiz Khalifa;Bruno Mars,"Young, Wild & Free",0.722,0.655,0.137,0.0525,0.0,0.115,0.532,rap
Kendrick Lamar,N95,0.79,0.67,0.105,0.377,2.32e-06,0.119,0.408,rap
XXXTENTACION;Trippie Redd,Fuck Love (feat. Trippie Redd),0.797,0.533,0.0412,0.0172,0.000152,0.103,0.329,rap
50 Cent,In Da Club,0.899,0.713,0.366,0.255,0.0,0.0708,0.777,rap
Dr Zeus;Master Rakesh;Shortie;Deepti,Kangna,0.756,0.858,0.0585,0.035,0.000254,0.061,0.764,rap
Jaz Dhami;Yo Yo Honey Singh,High Heels,0.891,0.913,0.149,0.394,0.000173,0.373,0.772,rap
Yo Yo Honey Singh,One Bottle Down,0.655,0.629,0.0415,0.00109,0.063,0.0752,0.193,rap
DIVINE;Major C,Sher Aaya Sher,0.832,0.657,0.209,0.0433,2.93e-05,0.0752,0.756,rap
Guru Randhawa,Ishq Tera,0.438,0.689,0.0479,0.117,7.23e-06,0.154,0.507,rap
Maninder Buttar,Dilaan De Rajya,0.778,0.743,0.0288,0.356,0.0,0.259,0.834,rap
Jass Manak,Viah,0.533,0.757,0.0453,0.00733,0.0,0.111,0.358,rap
AP Dhillon;Gurinder Gill;Gminxr,Most Wanted,0.85,0.573,0.274,0.0439,0.0,0.0871,0.49,rap
Emiway Bantai,MACHAYENGE 4,0.614,0.797,0.315,0.197,0.0,0.113,0.608,rap
Yo Yo Honey Singh,Aankhon Aankhon,0.746,0.988,0.0637,0.29,0.00218,0.131,0.61,rap
Arjun Kanungo,La La La (Reprise),0.708,0.626,0.0529,0.605,0.0,0.115,0.569,rap
Bizarrap;Quevedo,"Quevedo: Bzrp Music Sessions, Vol. 52",0.621,0.782,0.044,0.0125,0.033,0.23,0.55,rap
Guru Randhawa;Neha Kakkar;Tanishk Bagchi;Panjabi MC,"Morni Banke (From ""Badhaai Ho"")",0.816,0.922,0.149,0.178,0.0,0.373,0.887,rap
Akhil,Deewana,0.544,0.531,0.0397,0.761,0.0,0.115,0.471,rap
Sukhwinder Singh;Sapna Awasthi,Chaiyya Chaiyya,0.786,0.579,0.142,0.186,0.0,0.118,0.481,rap
Guru Randhawa;Dhvani Bhanushali,Baby Girl,0.815,0.801,0.143,0.229,1.14e-05,0.0762,0.533,rap
Ajay-Atul;Shreya Ghoshal,Chandra (Featuring. Shreya Ghoshal),0.615,0.748,0.0948,0.412,0.000288,0.0621,0.505,rap
Sidhu Moose Wala,Its All About You,0.585,0.635,0.0488,0.0964,0.0,0.134,0.55,rap
Navv Inder;Lisa Mishra;Raja Kumari,The Wakhra Song,0.788,0.894,0.198,0.339,0.000253,0.0649,0.588,rap
Sidhu Moose Wala;Sunny Malton,Forget About It (feat. Sunny Malton),0.794,0.884,0.179,0.0634,0.0,0.319,0.716,rap
Kailash Kher;Mounima,Kaun Hain Voh,0.468,0.742,0.0844,0.333,1.39e-05,0.0825,0.372,rap
Bilal Saeed;Momina Mustehsan,Uchiyaan Dewaraan,0.428,0.577,0.0912,0.842,0.0,0.0954,0.244,rap
Ajay-Atul,Zingaat,0.834,0.788,0.213,0.359,0.27,0.396,0.705,rap
Jordan Sandhu,Band Theke,0.79,0.672,0.0654,0.1,0.0,0.215,0.49,rap
Sukhwinder Singh;Shreya Ghoshal;Vikram Montrose,"Kar Har Maidaan Fateh (From ""Sanju"")",0.557,0.821,0.0573,0.0189,0.0,0.0863,0.184,rap
Vishal Dadlani,Ik Junoon (Paint It Red),0.79,0.848,0.0508,0.364,0.00147,0.148,0.641,rap
Quavo,WORKIN ME,0.79,0.628,0.142,0.182,7.06e-06,0.338,0.267,rap
Jordan Sandhu,Balcony,0.537,0.712,0.207,0.131,0.0,0.174,0.432,rap
Quavo;Takeoff,HOTEL LOBBY (Unc & Phew),0.821,0.636,0.169,0.142,0.0,0.233,0.163,rap
Anirudh Ravichander;Ajesh,Yedhalo Oka Mounam - The Innocence of Love,0.645,0.798,0.0359,0.204,0.000198,0.318,0.386,rap
Badshah;Nikhita Gandhi,Bad Boy X Bad Girl (feat. Nikhita Gandhi),0.896,0.764,0.0767,0.174,2.36e-05,0.0677,0.601,rap
Anirudh Ravichander;Jonita Gandhi,Chellamma,0.525,0.68,0.207,0.254,0.000348,0.0601,0.734,rap
Anirudh Ravichander;Kamal Haasan,"Mathuga Mathuga (From ""Vikram Hitlist"")",0.829,0.811,0.392,0.321,0.0,0.056,0.919,rap
Guru Randhawa,"High Rated Gabru (From ""Nawabzaade"")",0.685,0.841,0.0942,0.118,0.0,0.26,0.59,rap
Guru Randhawa;Dhvani Bhanushali,"Ishare Tere (From ""Ishare Tere"")",0.707,0.941,0.041,0.0173,3.65e-05,0.134,0.337,rap
Jordan Sandhu,Positivity,0.68,0.698,0.26,0.172,0.0,0.15,0.501,rap
Sachin-Jigar;Darshan Raval;Neha Kakkar,"Odhani (From ""Made in China"")",0.711,0.731,0.0569,0.233,0.0,0.178,0.474,rap
Sidhu Moose Wala,Aj Kal Ve,0.761,0.532,0.0735,0.739,2.33e-06,0.306,0.932,rap
Anirudh Ravichander;Shweta Mohan,Emannavoo,0.457,0.542,0.0575,0.408,0.0,0.127,0.652,rap
Anirudh Ravichander,"Ilamai Thirumbudhe - From ""Petta""",0.395,0.425,0.0625,0.719,0.0,0.175,0.457,rap
Chris G.;Mc Sai;Sahi Siva,Nenjinile Rebirth,0.706,0.913,0.139,0.115,0.0,0.256,0.712,rap
Anirudh Ravichander;Dhanush,What a Karavaad,0.431,0.794,0.428,0.0759,0.0,0.85,0.448,rap
Anirudh Ravichander;Arivu,Vaathi Raid,0.806,0.93,0.132,0.253,1.94e-05,0.106,0.666,rap
Anirudh Ravichander;Prudhvi Chandra,Vikram Title Track - Telugu,0.643,0.874,0.0508,0.253,0.00198,0.127,0.118,rap
Wisin & Yandel;Anthony Santos,Noche De Sexo,0.721,0.714,0.234,0.107,0.0,0.562,0.506,rap
"Wisin & Yandel;Franco ""El Gorilla"";Jayko",Me Estas Tentando - Remix,0.819,0.897,0.0484,0.117,4.72e-06,0.311,0.805,rap
Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje,Two Two Two,0.837,0.691,0.147,0.0207,0.00361,0.198,0.648,rap
Drake;Travis Scott,Fair Trade (with Travis Scott),0.666,0.465,0.26,0.0503,0.0,0.215,0.292,rap
The PropheC,Secrets,0.817,0.475,0.0465,0.356,8.85e-06,0.26,0.736,rap
Yo Yo Honey Singh;Deep Money,Dope Shope,0.754,0.914,0.0548,0.424,2.62e-05,0.116,0.865,rap
Badshah,Paagal,0.687,0.854,0.308,0.0619,0.000645,0.147,0.721,rap
Karan Aujla;Gurlez Akhtar,Chitta Kurta,0.834,0.738,0.199,0.2,0.0,0.0797,0.656,rap
Daler Mehndi;Dee MC;Shashwat Sachdev,Jagga Jiteya,0.774,0.783,0.0857,0.0173,0.0,0.19,0.206,rap
Jordan Sandhu;Zikar Sandhu,Blood Talks,0.763,0.735,0.185,0.154,0.0,0.391,0.532,rap
Anirudh Ravichander,Moaning Theme - Background Score,0.797,0.71,0.0581,0.343,0.906,0.0932,0.502,rap
Karan Aujla,Let 'em Play,0.776,0.651,0.151,0.0136,2.72e-06,0.0771,0.747,rap
Amantej Hundal;Karan Aujla,Few Days,0.797,0.627,0.145,0.0143,0.0,0.324,0.526,rap
MC SQUARE,Badmos Chora,0.698,0.828,0.241,0.0868,0.0,0.212,0.86,rap
MC STAN,Kahan Par Hai,0.706,0.695,0.0541,0.461,0.0,0.306,0.489,rap
Neeraj Shridhar,Twist,0.719,0.945,0.136,0.033,7.26e-05,0.0857,0.748,rap
Neeraj Shridhar;Master Saleem;Suzi Q,Aahun Aahun,0.78,0.904,0.2,0.163,8.54e-05,0.0662,0.664,rap
Anirudh Ravichander;Sam C.S.,"Kanne Kanne (From ""Ayogya"")",0.684,0.489,0.0595,0.639,0.0,0.105,0.375,rap
Badshah;Amaal Mallik;Fazilpuria;Sukriti Kakar;Neha Kakkar,Kar Gayi Chull,0.827,0.737,0.0764,0.0316,0.000322,0.211,0.873,rap
Vishal Dadlani;Hamsika Iyer,One Two Three Four (Get On The Dance Floor),0.721,0.867,0.225,0.0885,0.000119,0.0372,0.87,rap
Anirudh Ravichander;Dhanush,Maari Thara Local - Here Comes Maari,0.709,0.956,0.255,0.622,1.1e-06,0.0982,0.664,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0.626,0.769,0.0325,0.00291,0.0,0.0598,0.237,rap
Machine Gun Kelly;Camila Cabello,Bad Things,0.679,0.697,0.14,0.232,0.0,0.178,0.287,rap
Machine Gun Kelly,el diablo,0.765,0.725,0.143,0.00471,0.000194,0.154,0.578,rap
Anirudh Ravichander;S. P. Balasubrahmanyam,"Marana Mass - From ""Petta""",0.471,0.873,0.373,0.47,8.13e-05,0.146,0.737,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0.626,0.769,0.0325,0.00291,0.0,0.0598,0.237,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0.626,0.769,0.0325,0.00291,0.0,0.0598,0.237,rap
Wisin & Yandel,Estoy Enamorado,0.78,0.725,0.0503,0.288,0.0,0.0851,0.431,rap
Machine Gun Kelly,born with horns,0.569,0.919,0.135,0.00089,9.44e-05,0.0524,0.256,rap
Wisin & Yandel,Estoy Enamorado,0.78,0.725,0.0503,0.288,0.0,0.0851,0.431,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0.626,0.769,0.0325,0.00291,0.0,0.0598,0.237,rap
Wisin & Yandel,Pegao,0.792,0.804,0.259,0.537,0.0,0.342,0.807,rap
Machine Gun Kelly;blackbear,my ex's best friend,0.732,0.671,0.0415,0.00323,0.0,0.108,0.328,rap
Wisin & Yandel,Hipnotízame,0.775,0.828,0.139,0.289,0.0,0.434,0.571,rap
Machine Gun Kelly,RAP DEVIL,0.895,0.839,0.227,0.217,2.89e-06,0.239,0.754,rap
Gorillaz,Clint Eastwood,0.663,0.694,0.171,0.0253,0.0,0.0698,0.525,rap
Wisin & Yandel,Sexy Movimiento,0.787,0.858,0.0373,0.405,2.95e-06,0.133,0.814,rap
Wisin & Yandel,Sexy Movimiento,0.787,0.858,0.0373,0.405,2.95e-06,0.133,0.814,rap
Machine Gun Kelly;WILLOW,emo girl,0.41,0.881,0.087,0.000406,4.26e-05,0.922,0.357,rap
Wisin & Yandel,Pam Pam,0.874,0.69,0.114,0.121,0.0,0.249,0.735,rap
Wisin & Yandel,Pam Pam,0.874,0.69,0.114,0.121,0.0,0.249,0.735,rap
Wisin & Yandel,Pegao,0.792,0.804,0.259,0.537,0.0,0.342,0.807,rap
Machine Gun Kelly,bloody valentine,0.52,0.856,0.0806,0.000193,0.0,0.157,0.47,rap
Wisin & Yandel,Tu Olor,0.821,0.753,0.0817,0.0148,6.13e-06,0.109,0.364,rap
Wisin & Yandel,Me Estas Tentando,0.81,0.916,0.0537,0.312,7.63e-06,0.347,0.794,rap
Wisin & Yandel,Sexy Movimiento,0.787,0.858,0.0373,0.405,2.95e-06,0.133,0.814,rap
Wisin & Yandel,Sexy Movimiento,0.787,0.858,0.0373,0.405,2.95e-06,0.133,0.814,rap
Wisin & Yandel,Sexy Movimiento,0.787,0.858,0.0373,0.405,2.95e-06,0.133,0.814,rap
Wisin & Yandel;Anthony Santos,Noche De Sexo,0.721,0.714,0.234,0.107,0.0,0.562,0.506,rap
"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Sigan Bailando,0.753,0.831,0.247,0.148,2.32e-05,0.0902,0.684,rap
Gorillaz,Clint Eastwood,0.663,0.694,0.171,0.0253,0.0,0.0698,0.525,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0.626,0.769,0.0325,0.00291,0.0,0.0598,0.237,rap
Gorillaz;Beck,The Valley of the Pagans,0.75,0.856,0.0457,0.0778,3.65e-05,0.117,0.94,rap
Kendrick Lamar;Blxst;Amanda Reifer,Die Hard,0.775,0.736,0.247,0.319,0.00116,0.127,0.362,rap
Future;Drake;Tems,WAIT FOR U (feat. Drake & Tems),0.463,0.642,0.34,0.314,0.0,0.0686,0.339,rap
Travis Scott,SICKO MODE,0.834,0.73,0.222,0.00513,0.0,0.124,0.446,rap
A$AP Rocky;Skepta,Praise The Lord (Da Shine) (feat. Skepta),0.854,0.569,0.106,0.0609,0.0816,0.1,0.294,rap
Ritviz;Seedhe Maut,Chalo Chalein,0.461,0.5,0.0614,0.00245,0.03,0.116,0.572,rap
Yo Yo Honey Singh;Neha Kakkar;Nushrratt Bharuccha,Saiyaan Ji,0.896,0.678,0.0815,0.0137,4.1e-05,0.11,0.604,rap
Ritviz;Nucleya,Roz,0.833,0.639,0.0676,0.152,0.0,0.101,0.448,rap
Emiway Bantai,CHUSAMBA,0.777,0.816,0.275,0.349,0.0,0.195,0.667,rap
Tech N9ne;Joey Cool;King Iso;Dwayne Johnson,Face Off,0.693,0.935,0.224,0.18,0.0,0.179,0.391,rap
Sukhwinder Singh;Alka Yagnik,Ramta Jogi,0.798,0.636,0.0431,0.327,0.0,0.128,0.799,rap
SAMBATA,Pinnak,0.781,0.684,0.37,0.011,0.0,0.0971,0.543,rap
J. Cole;Cults;Amber Coffman,She Knows (feat. Amber Coffman & Cults),0.766,0.74,0.0807,0.0193,0.0784,0.229,0.183,rap
DIVINE;MC Altaf;Stylo G;Phenom,Mirchi,0.871,0.608,0.4,0.142,0.0,0.0876,0.818,rap
Guri,Yaar Beli,0.612,0.853,0.0704,0.00522,0.0,0.422,0.566,rap
Vilen,Bekaar,0.605,0.552,0.0296,0.479,0.0,0.0916,0.313,rap
Sidhu Moose Wala,8 Cylinder,0.627,0.673,0.204,0.337,0.0,0.0646,0.735,rap
Ajey Nagar (CarryMinati);Wily Frenzy,Vardaan,0.675,0.735,0.381,0.136,0.0,0.152,0.139,rap
Paradox,Gang wale munde,0.584,0.76,0.296,0.0532,0.0,0.109,0.327,rap
Guri,Billian Billian,0.708,0.893,0.0549,0.0188,5.47e-05,0.471,0.753,rap
Badshah;Harrdy Sandhu;Lisa Mishra;Asees Kaur,Chandigarh Mein,0.809,0.873,0.0556,0.00612,9.07e-06,0.0732,0.34,rap
Amrit Maan;Nimrat Khaira,Sira E Hou,0.745,0.549,0.203,0.337,0.0,0.152,0.788,rap
Mathan;Naven,Somberi,0.707,0.795,0.234,0.537,0.0,0.0922,0.612,rap
Mika Singh,Long Drive,0.753,0.89,0.187,0.44,6.82e-06,0.0854,0.283,rap
Mustafa Zahid,Maine Khud Ko,0.648,0.52,0.0249,0.674,0.00129,0.0821,0.492,rap
Anirudh Ravichander;Dhanush,Why This Kolaveri Di? - The Soup of Love,0.817,0.774,0.153,0.543,1.61e-05,0.394,0.884,rap
Anirudh Ravichander;Hiphop Tamizha,Pakkam Vanthu,0.762,0.964,0.138,0.353,0.00278,0.489,0.846,rap
MC STAN,Tadipaar,0.62,0.813,0.161,0.449,1.48e-06,0.21,0.37,rap
Guru Randhawa;Tulsi Kumar,"Lagdi Lahore Di (From ""Street Dancer 3D"")",0.786,0.797,0.0414,0.233,0.0,0.0861,0.454,rap
Stephen Zechariah,Sagiyae,0.496,0.549,0.0286,0.128,0.00226,0.237,0.372,rap
Sidhu Moose Wala,Me and My Girlfriend,0.698,0.799,0.282,0.0322,0.0,0.334,0.746,rap
Dilpreet Dhillon;Karan Aujla,Jatt te Jawani,0.765,0.685,0.264,0.024,0.0,0.0303,0.608,rap
Sidhu Moose Wala,Pind Hood Damn Good (RMG Intro),0.724,0.6,0.4,0.636,0.0,0.133,0.731,rap
Anirudh Ravichander,Ghost Unmasked - Background Score,0.661,0.654,0.0784,0.363,0.000115,0.165,0.0372,rap
Anirudh Ravichander,Kaththi - Theme,0.705,0.73,0.346,0.159,0.000239,0.154,0.819,rap
King,Dracula,0.727,0.791,0.13,0.444,0.0,0.131,0.711,rap
King,Desi Dan Bilzerian,0.718,0.489,0.413,0.0287,9.39e-06,0.058,0.582,rap
De La Ghetto,Sensacion Del Bloque,0.709,0.726,0.0411,0.0977,0.0,0.301,0.405,rap
Stephen Zechariah;Kaushik Iyer,Saaral Mazhaiyaa,0.368,0.571,0.0451,0.557,0.0,0.889,0.286,rap
Benny Dayal;Anmol Malik;Anu Malik,"Chura Ke Dil Mera - From ""Hungama 2""",0.737,0.857,0.0451,0.0588,1.17e-05,0.281,0.817,rap
Baba Sehgal;Rita,Jalsa Jalsa,0.922,0.906,0.144,0.339,0.000163,0.099,0.808,rap
Anirudh Ravichander;Mohit Chauhan;Shreya Ghoshal,Velicha Poove,0.526,0.701,0.0552,0.444,2.74e-06,0.0883,0.683,rap
Justin Quiles;Robin Schulz,AEIOU,0.689,0.856,0.0813,0.0493,0.0,0.232,0.706,rap
Justin Quiles;Robin Schulz,AEIOU,0.689,0.856,0.0813,0.0493,0.0,0.232,0.706,rap
De La Ghetto,Sensacion Del Bloque,0.709,0.726,0.0411,0.0977,0.0,0.301,0.405,rap
Justin Quiles;Robin Schulz,AEIOU,0.689,0.856,0.0813,0.0493,0.0,0.232,0.706,rap
Sukhwinder Singh;Ayesha Darbar;S. P. Sailaja,Woh Kisna Hai,0.649,0.525,0.0665,0.245,1.2e-05,0.17,0.494,rap
